6 9 0 0.00392507
10 3 3 0.045073
4 24 3 1.12672
16 16 2 0.210341
31 8 0 0.0129517
0 27 1 0.177659
21 28 2 1.23849
9 25 2 0.586565
27 10 0 0.0106568
12 5 1 0.0075168
30 0 1 0.0123968
15 13 0 0.00807176
14 31 2 1.25375
2 25 3 1.12642
20 20 3 3.15891
18 31 3 4.73091
28 2 3 1.90873
5 5 0 0.00194046
11 23 0 0.0551298
29 8 2 0.332017
28 16 0 0.0304847
1 7 2 0.0202144
5 9 0 0.00334809
22 3 2 0.0898582
24 2 0 0.00372738
15 19 1 0.0971464
11 5 0 0.0021848
3 20 3 0.581591
8 29 0 0.168214
12 30 0 0.184728
11 5 1 0.00692421
14 9 2 0.0446384
29 6 3 4.07518
7 1 3 0.0306194
16 1 3 0.107466
5 30 1 0.382082
23 15 1 0.0591311
22 29 1 0.594437
24 16 1 0.089704
27 22 2 0.679637
10 29 3 2.907
31 27 2 2.11518
18 3 1 0.0134478
21 11 0 0.00834464
8 11 3 0.169357
26 18 3 3.0196
14 4 0 0.00223659
30 17 1 0.115679
17 9 0 0.00472451
1 22 3 0.614288
19 23 3 2.33201
23 29 2 1.61028
6 31 1 0.364325
13 27 1 0.286432
20 26 2 0.810243
31 11 2 0.521018
28 1 2 0.139007
16 31 3 4.08315
0 26 2 0.369447
4 24 1 0.154293
7 6 2 0.0219244
9 26 3 1.57946
13 28 0 0.132919
30 3 0 0.00660365
15 2 1 0.00934952
2 24 0 0.0494164
6 10 3 0.137933
11 20 1 0.105151
29 9 1 0.0228782
28 23 1 0.283453
1 0 3 0.0144164
19 5 3 0.204416
24 1 1 0.011437
27 25 0 0.134471
30 13 3 4.38159
15 16 0 0.0173148
27 19 3 3.30836
11 2 0 0.00186188
29 27 2 1.79306
14 8 1 0.0111146
13 26 1 0.237716
27 2 0 0.0049014
23 12 0 0.00837262
22 28 2 1.30919
24 15 0 0.016542
27 23 1 0.267944
31 24 3 5.04879
8 27 0 0.0941382
21 12 1 0.0434961
8 10 0 0.00429202
12 8 3 0.13407
14 26 2 0.651643
30 16 2 0.430578
17 10 1 0.0180655
5 28 0 0.10147
20 4 0 0.00294266
5 1 3 0.0241178
23 2 3 0.529764
25 11 3 2.78195
16 30 0 0.205076
0 25 3 0.99588
4 31 0 0.135388
22 14 2 0.355886
7 7 1 0.00624552
13 29 3 3.2856
15 3 2 0.0196723
3 17 1 0.0398399
6 16 2 0.122383
20 10 1 0.0218559
26 9 0 0.00704725
29 10 0 0.0121356
28 22 2 0.721193
16 12 1 0.0274816
1 1 0 0.00155133
5 19 3 0.493873
10 23 1 0.14661
27 6 1 0.0147657
30 12 0 0.0148042
18 6 3 0.285431
20 24 2 0.756085
26 2 0 0.00450108
25 26 2 1.10444
29 28 3 6.54388
14 11 0 0.00651077
1 19 1 0.061673
25 24 3 3.72589
25 20 0 0.0456688
22 31 3 6.57195
10 25 0 0.0727975
28 4 2 0.136555
27 20 0 0.0496288
3 13 3 0.186823
7 22 1 0.115067
9 23 1 0.145286
8 9 1 0.00924366
12 15 2 0.136135
31 3 2 0.137733
14 21 3 1.25025
30 19 3 3.48721
6 26 0 0.0811046
5 2 2 0.00774714
23 3 0 0.00345614
11 17 3 0.53306
24 28 0 0.225652
29 16 1 0.101505
16 29 1 0.456467
24 25 1 0.353773
4 30 3 2.39129
22 9 3 1.13262
7 4 0 0.00187426
2 1 3 0.022803
13 30 2 1.29462
15 0 3 0.0476015
17 5 3 0.140299
20 9 0 0.00622921
23 17 1 0.0979676
25 8 1 0.0176358
28 21 3 2.18658
16 11 0 0.00671172
1 2 1 0.00245723
19 3 1 0.0126945
4 12 0 0.00451169
13 23 2 0.467533
5 31 1 0.358352
27 7 2 0.341208
31 29 1 1.17012
30 15 1 0.0712624
18 9 2 0.0685196
20 31 3 5.4408
10 30 3 3.54744
12 24 0 0.0743209
11 0 2 0.0147078
29 29 0 0.456302
17 23 3 2.24669
1 28 0 0.0884044
19 17 2 0.306856
11 31 0 0.172744
10 24 3 1.7129
28 11 3 3.63898
13 2 0 0.00199057
0 4 1 0.00341226
7 11 3 0.163266
3 10 2 0.0318298
21 14 3 1.65784
9 16 0 0.0137888
26 23 0 0.0853366
14 20 0 0.0309723
2 30 3 2.15535
5 8 0 0.00268391
23 0 1 0.00975877
11 30 2 1.25061
10 10 0 0.00475532
8 30 2 1.13099
4 29 2 0.768129
22 8 0 0.00478946
12 26 3 1.87897
26 25 3 4.09145
18 22 0 0.0557742
17 6 2 0.0487942
6 23 0 0.0442817
25 24 0 0.103654
23 22 0 0.0639398
25 23 2 0.720664
7 17 3 0.396377
16 10 3 0.338963
5 21 1 0.0882086
4 3 1 0.00352771
22 26 1 0.342142
9 12 2 0.0632598
27 4 3 1.496
31 18 0 0.0469945
18 8 1 0.0146907
3 29 0 0.135336
20 30 0 0.246667
8 4 3 0.0458603
12 31 1 0.457748
29 30 1 1.19909
17 16 2 0.22949
1 29 3 1.65321
19 14 3 1.08705
10 27 2 0.684687
28 10 0 0.0117058
16 24 3 2.96903
0 3 0 0.00137558
3 11 1 0.0137832
7 20 3 0.715906
9 17 3 0.436537
12 13 0 0.00714523
15 5 1 0.0105722
14 23 1 0.178543
2 1 2 0.0067385
10 4 0 0.00200534
25 6 0 0.00473361
10 13 1 0.0245153
28 24 1 0.35574
1 15 3 0.27717
22 11 1 0.0393309
9 3 0 0.00186456
26 24 0 0.109106
30 10 3 8.08236
0 24 2 0.325103
27 3 3 1.47818
7 0 1 0.00447599
18 25 1 0.295683
23 23 3 2.54943
11 13 2 0.0852762
16 9 2 0.0553852
11 13 1 0.0277625
5 22 0 0.0331619
4 2 2 0.00740304
22 5 0 0.00348667
24 8 2 0.234644
9 13 1 0.0240113
15 25 3 2.84942
13 18 3 0.784237
31 19 3 3.53995
18 11 0 0.00699477
3 26 1 0.179836
21 3 1 0.0144016
20 29 1 0.539507
8 3 2 0.00971044
6 2 3 0.0318674
26 7 3 1.89635
21 10 2 0.116796
17 17 1 0.0741434
2 14 0 0.00657613
1 30 2 0.810261
19 15 0 0.0126656
23 5 3 0.50469
19 11 0 0.00753927
28 9 1 0.027996
31 1 0 0.00753244
0 2 3 0.0208704
5 0 0 0.00136858
3 8 0 0.00276886
9 18 2 0.181472
29 17 3 2.51761
17 3 2 0.0324921
2 0 1 0.00244718
19 29 1 0.512299
7 0 0 0.00143322
11 28 0 0.129497
24 25 3 3.79185
28 31 0 0.661275
1 8 2 0.0226886
0 16 0 0.0104204
9 28 1 0.305203
27 1 1 0.0115373
26 27 1 0.552453
30 5 2 0.113637
2 18 2 0.147909
18 24 2 0.712922
27 30 2 2.61266
8 20 0 0.0241081
23 20 2 0.731979
11 10 3 0.192162
29 3 3 2.50417
6 25 0 0.0686735
4 1 3 0.0245582
22 4 3 0.439383
10 30 2 1.20413
9 14 0 0.00853635
26 16 3 2.11205
15 30 2 1.38441
31 16 2 0.441166
3 27 2 0.520781
21 4 0 0.00312597
6 3 1 0.00417336
